no,name,base_name,costume,rarity,weapon_type,cover,role,position,class_type,school,attack_type,defense_type,street_adaptation,outdoor_adaptation,indoor_adaptation,range,equipment1,equipment2,equipment3,recruit_type,obtain_type,icon_file,icon_label,wiki_url
244,ムツキ（ドレス）,ムツキ,ドレス,★3,MG,×,SPECIAL,BACK,アタッカー,ゲヘナ,神秘,重装甲,3B,1S,5D,1000,帽子,ヘアピン,腕時計,○,-,icon/ムツキ（ドレス）.png,ムツキ（ドレス）,https://bluearchive.wikiru.jp/?%E3%83%A0%E3%83%84%E3%82%AD%EF%BC%88%E3%83%89%E3%83%AC%E3%82%B9%EF%BC%89
245,メグ,メグ,,★3,FT,×,STRIKER,FRONT,アタッカー,ゲヘナ,爆発,特殊装甲,5D,1S,3B,450,グローブ,バッグ,腕時計,○,-,icon/メグ.png,メグ,https://bluearchive.wikiru.jp/?%E3%83%A1%E3%82%B0
246,メル,メル,,★3,HG,○,STRIKER,MIDDLE,アタッカー,レッドウィンター,貫通,軽装備,3B,1S,5D,550,シューズ,ヘアピン,腕時計,○,-,icon/メル_icon2.png,メル_icon2,https://bluearchive.wikiru.jp/?%E3%83%A1%E3%83%AB
247,モエ,モエ,,★3,HG,×,SPECIAL,BACK,アタッカー,SRT,貫通,軽装備,5D,3B,1S,1000,帽子,バッグ,腕時計,○,-,icon/モエ.png,モエ,https://bluearchive.wikiru.jp/?%E3%83%A2%E3%82%A8
248,モエ（水着）,モエ,水着,★3,HG,○,STRIKER,MIDDLE,アタッカー,SRT,振動,特殊装甲,5D,3B,1S,550,シューズ,ヘアピン,腕時計,○,-,icon/モエ（水着）.png,モエ（水着）,https://bluearchive.wikiru.jp/?%E3%83%A2%E3%82%A8%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
249,モモイ（メイド）,モモイ,メイド,★3,AR,○,STRIKER,MIDDLE,アタッカー,ミレニアム,振動,軽装備,5D,1S,3B,650,帽子,ヘアピン,腕時計,○,-,icon/モモイ（メイド）.png,モモイ（メイド）,https://bluearchive.wikiru.jp/?%E3%83%A2%E3%83%A2%E3%82%A4%EF%BC%88%E3%83%A1%E3%82%A4%E3%83%89%EF%BC%89
250,ヤクモ,ヤクモ,,★3,HG,×,SPECIAL,BACK,サポーター,レッドウィンター,爆発,軽装備,1S,3B,5D,1000,シューズ,バッジ,ネックレス,○,-,icon/ヤクモ.png,ヤクモ,https://bluearchive.wikiru.jp/?%E3%83%A4%E3%82%AF%E3%83%A2
251,ユウカ（体操服）,ユウカ,体操服,★3,SMG,○,STRIKER,FRONT,タンク,ミレニアム,神秘,特殊装甲,3B,5D,1S,450,シューズ,バッグ,ネックレス,◇,-,icon/ユウカ（体操服）.png,ユウカ（体操服）,https://bluearchive.wikiru.jp/?%E3%83%A6%E3%82%A6%E3%82%AB%EF%BC%88%E4%BD%93%E6%93%8D%E6%9C%8D%EF%BC%89
252,ユウカ（パジャマ）,ユウカ,パジャマ,★3,SMG,○,STRIKER,FRONT,タンク,ミレニアム,爆発,重装甲,5D,1S,3B,450,シューズ,バッグ,ネックレス,○,-,icon/ユウカ（パジャマ）.png,ユウカ（パジャマ）,https://bluearchive.wikiru.jp/?%E3%83%A6%E3%82%A6%E3%82%AB%EF%BC%88%E3%83%91%E3%82%B8%E3%83%A3%E3%83%9E%EF%BC%89
253,ユカリ,ユカリ,,★3,SR,×,STRIKER,BACK,アタッカー,百鬼夜行,振動,重装甲,1S,3B,5D,750,帽子,ヘアピン,腕時計,○,-,icon/ユカリ.png,ユカリ,https://bluearchive.wikiru.jp/?%E3%83%A6%E3%82%AB%E3%83%AA
254,ユカリ（水着）,ユカリ,水着,★3,SR,○,STRIKER,BACK,アタッカー,百鬼夜行,貫通,軽装備,5D,3B,1S,750,帽子,ヘアピン,腕時計,○,-,icon/ユカリ（水着）.png,ユカリ（水着）,https://bluearchive.wikiru.jp/?%E3%83%A6%E3%82%AB%E3%83%AA%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
255,ユズ,ユズ,,★3,GL,○,STRIKER,MIDDLE,アタッカー,ミレニアム,貫通,特殊装甲,1S,3B,5D,650,帽子,ヘアピン,腕時計,●,○,icon/ユズ.png,ユズ,https://bluearchive.wikiru.jp/?%E3%83%A6%E3%82%BA
256,ユズ（臨戦）,ユズ,臨戦,★3,GL,×,SPECIAL,BACK,サポーター,ミレニアム,神秘,特殊装甲,1S,5D,3B,1000,シューズ,バッジ,腕時計,○,-,icon/ユズ（臨戦）.png,ユズ（臨戦）,https://bluearchive.wikiru.jp/?%E3%83%A6%E3%82%BA%EF%BC%88%E8%87%A8%E6%88%A6%EF%BC%89
257,ヨシミ（バンド）,ヨシミ,バンド,★3,AR,○,STRIKER,MIDDLE,アタッカー,トリニティ,爆発,特殊装甲,3B,1S,5D,650,帽子,ヘアピン,腕時計,◇,-,icon/ヨシミ（バンド）.png,ヨシミ（バンド）,https://bluearchive.wikiru.jp/?%E3%83%A8%E3%82%B7%E3%83%9F%EF%BC%88%E3%83%90%E3%83%B3%E3%83%89%EF%BC%89
258,リオ,リオ,,★3,HG,×,SPECIAL,BACK,サポーター,ミレニアム,神秘,弾力装甲,2A,5D,1S,1000,シューズ,ヘアピン,腕時計,☆,-,icon/リオ.png,リオ,https://bluearchive.wikiru.jp/?%E3%83%AA%E3%82%AA
259,リオ（臨戦）,リオ,臨戦,★3,HG,○,STRIKER,MIDDLE,アタッカー,ミレニアム,爆発,特殊装甲,1S,3B,5D,550,帽子,ヘアピン,腕時計,◇,-,icon/リオ（臨戦）.png,リオ（臨戦）,https://bluearchive.wikiru.jp/?%E3%83%AA%E3%82%AA%EF%BC%88%E8%87%A8%E6%88%A6%EF%BC%89
260,リツ,リツ,,★3,SMG,×,SPECIAL,BACK,サポーター,ワイルドハント,神秘,特殊装甲,1S,5D,3B,1000,シューズ,ヘアピン,ネックレス,○,-,icon/リツ.png,リツ,https://bluearchive.wikiru.jp/?%E3%83%AA%E3%83%84
261,ルミ,ルミ,,★3,SMG,○,STRIKER,FRONT,ヒーラー,山海経,爆発,重装甲,4C,4C,1S,550,グローブ,ヘアピン,ネックレス,○,-,icon/ルミ.png,ルミ,https://bluearchive.wikiru.jp/?%E3%83%AB%E3%83%9F
262,レイ,レイ,,★3,RL,○,STRIKER,BACK,アタッカー,ミレニアム,振動,軽装備,3B,5D,1S,850,帽子,ヘアピン,腕時計,○,-,icon/レイ.png,レイ,https://bluearchive.wikiru.jp/?%E3%83%AC%E3%82%A4
263,レイサ,レイサ,,★3,SG,×,STRIKER,FRONT,タンク,トリニティ,貫通,重装甲,5D,3B,1S,350,シューズ,バッグ,お守り,○,-,icon/レイサ.png,レイサ,https://bluearchive.wikiru.jp/?%E3%83%AC%E3%82%A4%E3%82%B5
264,レイサ（マジカル）,レイサ,マジカル,★3,SG,×,SPECIAL,BACK,ヒーラー,トリニティ,振動,特殊装甲,1S,5D,3B,1000,シューズ,バッグ,ネックレス,◇,-,icon/レイサ（マジカル）.png,レイサ（マジカル）,https://bluearchive.wikiru.jp/?%E3%83%AC%E3%82%A4%E3%82%B5%EF%BC%88%E3%83%9E%E3%82%B8%E3%82%AB%E3%83%AB%EF%BC%89
265,レイジョ,レイジョ,,★3,AR,○,STRIKER,MIDDLE,サポーター,山海経,神秘,重装甲,5D,1S,3B,650,グローブ,ヘアピン,腕時計,○,-,icon/レイジョ.png,レイジョ,https://bluearchive.wikiru.jp/?%E3%83%AC%E3%82%A4%E3%82%B8%E3%83%A7
266,レナ,レナ,,★3,HG,○,STRIKER,MIDDLE,サポーター,ワイルドハント,爆発,軽装備,3B,5D,1S,550,シューズ,ヘアピン,ネックレス,○,-,icon/レナ.png,レナ,https://bluearchive.wikiru.jp/?%E3%83%AC%E3%83%8A
267,レンゲ,レンゲ,,★3,SR,○,STRIKER,BACK,アタッカー,百鬼夜行,振動,重装甲,1S,3B,5D,750,帽子,ヘアピン,腕時計,○,-,icon/レンゲ.png,レンゲ,https://bluearchive.wikiru.jp/?%E3%83%AC%E3%83%B3%E3%82%B2
268,ワカモ,ワカモ,,★3,SR,○,STRIKER,BACK,アタッカー,百鬼夜行,神秘,軽装備,2A,5D,1S,750,帽子,ヘアピン,腕時計,★,-,icon/ワカモ.png,ワカモ,https://bluearchive.wikiru.jp/?%E3%83%AF%E3%82%AB%E3%83%A2
269,ワカモ（水着）,ワカモ,水着,★3,SR,○,STRIKER,BACK,アタッカー,百鬼夜行,貫通,重装甲,1S,5D,3B,750,帽子,ヘアピン,腕時計,○,○,icon/ワカモ（水着）.png,ワカモ（水着）,https://bluearchive.wikiru.jp/?%E3%83%AF%E3%82%AB%E3%83%A2%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
270,御坂美琴,御坂美琴,,★3,AR,○,STRIKER,MIDDLE,アタッカー,常盤台中学,貫通,重装甲,5D,1S,3B,650,グローブ,ヘアピン,腕時計,▽,-,icon/御坂美琴.png,御坂美琴,https://bluearchive.wikiru.jp/?%E5%BE%A1%E5%9D%82%E7%BE%8E%E7%90%B4
271,初音ミク,初音ミク,,★3,GL,×,SPECIAL,BACK,サポーター,その他,爆発,軽装備,1S,5D,3B,1000,シューズ,バッジ,ネックレス,▽,-,icon/初音ミク.png,初音ミク,https://bluearchive.wikiru.jp/?%E5%88%9D%E9%9F%B3%E3%83%9F%E3%82%AF
272,食蜂操祈,食蜂操祈,,★3,HG,○,STRIKER,MIDDLE,サポーター,常盤台中学,爆発,重装甲,1S,4C,4C,550,シューズ,ヘアピン,ネックレス,▽,-,icon/食蜂操祈.png,食蜂操祈,https://bluearchive.wikiru.jp/?%E9%A3%9F%E8%9C%82%E6%93%8D%E7%A5%88
